Nom,SNR,fe_Voice,audio_Voice,fe_Noise,audio_Noise,fe_Mix,audio_Mix
0124,-2.0,8000,"[-0.13473468 -0.1251468   0.03431445 ... -0.02472659 -0.02977283
 -0.02068959]",8000,[1.1532204 1.3628968 1.7123574 ... 1.0134361 0.943544  0.2970416],8000,8000
0125,-3.0,8000,[ 1.1486653  1.5712607  1.6223124 ... -4.5294285 -5.282915  -3.3911624],8000,"[ 0.49886173  0.47583735  0.7291056  ... -0.19186988 -0.09977235
 -0.06907316]",8000,8000
0126,-1.0,8000,[-0.6145293 -0.6657401 -0.6380954 ... -3.243047  -2.595888  -1.8476665],8000,"[-0.11107344 -0.16661018 -0.05553672 ... -0.9256121  -1.4809792
 -2.3510547 ]",8000,8000
0127,-4.0,8000,"[ 0.00754886  0.00691979 -0.00251629 ... -0.2679846  -0.38687915
 -0.28622767]",8000,"[ 0.06016924 -0.06518334 -0.08022565 ...  2.4920092   2.4669387
  2.3415864 ]",8000,8000
0128,2.0,8000,"[-0.01760249 -0.01489442 -0.0108323  ... -0.00180538 -0.00225673
 -0.00090269]",8000,[-1.5143678 -1.7667627 -1.7307063 ... -2.560003  -2.1273263 -1.6766217],8000,8000
0129,0.0,8000,"[ 3.4907742e+00  4.0642285e+00  4.4426336e+00 ... -5.1451856e-03
  2.8064647e-03  4.6774414e-03]",8000,"[-0.8120787  -0.95129216 -0.8816855  ... -0.54525286 -0.51044947
 -0.6612641 ]",8000,8000
0130,-3.0,8000,"[ 0.43819788  0.40398642  0.6027041  ...  0.00800694 -0.28970557
 -0.77157766]",8000,"[-1.1834012  -1.2034589  -1.1633437  ...  0.64184475  0.48138356
  0.58167183]",8000,8000
0131,3.0,8000,"[ 0.01352276  0.02271825  0.02271825 ...  0.02596371  0.05950016
 -0.03461827]",8000,"[-0.84595585 -0.41984478 -0.25065356 ... -0.3007843  -0.05639705
  0.79582506]",8000,8000
0132,4.0,8000,"[ 0.07397747 -0.20662673 -0.05867179 ...  1.381593    1.7902548
  1.6055661 ]",8000,"[ 0.37247398  0.7821954   0.88928163 ... -0.5261195   0.23279624
  0.2653877 ]",8000,8000
0133,0.0,8000,"[ 0.08568113  0.02552948 -0.47421885 ... -0.09477383 -0.07134266
 -0.04966008]",8000,"[ 0.00941187  0.          0.03764747 ... -0.61177135 -0.30117974
 -0.22588481]",8000,8000
0134,-4.0,8000,"[-0.00577681 -0.0044437  -0.0044437  ... -0.03554959 -0.0368827
 -0.04088203]",8000,"[-0.42684445 -0.3201334  -0.4559475  ... -0.30073136 -0.03880404
  0.4559475 ]",8000,8000
0135,-4.0,8000,"[-0.58693266 -1.6090473  -3.0384412  ... -0.6207094  -0.86840576
 -1.5742915 ]",8000,"[-0.03357561  0.05036342  0.26021102 ... -0.5959671  -0.5456037
 -0.55399764]",8000,8000
0136,-4.0,8000,"[-1.3066369  -1.8274215  -2.4381204  ... -0.01078974 -0.01114939
 -0.0068335 ]",8000,"[ 0.47733992  0.464554   -0.43472034 ... -0.07245338  0.09802516
  0.21309817]",8000,8000
0137,0.0,8000,"[-0.31981537 -0.40651226 -0.47702578 ... -0.03544942 -0.04508241
 -0.03352281]",8000,[0.57222337 0.6212711  0.7847635  ... 1.0136529  0.49047717 0.11444468],8000,8000
0138,0.0,8000,[1.0951091  0.8381541  0.98789054 ... 1.045197   0.6839811  0.5704772 ],8000,"[ 1.9501503   2.1041093   2.275175   ... -0.22238556 -0.10263948
 -0.11974607]",8000,8000
0139,3.0,8000,"[-0.03498627 -0.06497449 -0.15993722 ...  0.         -0.00499804
  0.        ]",8000,[1.0213072 0.9947798 0.7958239 ... 1.3595325 1.478906  1.5584885],8000,8000
0140,-1.0,8000,"[-0.903656   -0.54207903 -0.31115106 ...  0.56270784  0.50712466
  0.36673424]",8000,[0.31043568 0.29040757 0.17023891 ... 0.29040757 0.5207308  0.67094165],8000,8000
0141,3.0,8000,"[-0.00101101 -0.00505503 -0.00303302 ... -0.20472863 -0.21837719
 -0.22191572]",8000,"[-1.1164544  -0.79362416 -0.4438915  ...  0.60530657  0.48424527
 -0.04035377]",8000,8000
0142,3.0,8000,"[-0.35436717 -0.29547235  0.17019606 ... -0.00099822  0.00049911
  0.        ]",8000,[0.28359526 0.2872783  0.34620717 ... 0.6592668  0.9318129  1.1122826 ],8000,8000
0143,3.0,8000,"[-0.17095995 -0.23105493 -0.27301785 ... -0.12122613 -1.4764721
 -2.933258  ]",8000,"[-0.9874532  -1.2523797  -1.3607588  ...  0.12042113  0.26492646
  0.22880015]",8000,8000
0144,4.0,8000,"[-0.33530498  0.3604992  -0.27343103 ... -0.21970814 -0.02519419
  0.33826903]",8000,"[-0.45438877 -0.14605354 -0.56798595 ... -0.7302677  -0.4706169
 -0.11359719]",8000,8000
0145,-1.0,8000,[0.86343527 0.55012745 0.3049726  ... 0.83254576 0.7021234  0.41970503],8000,[-0.9328278 -0.7941642 -1.147126  ...  1.4748763  1.084097   1.3236068],8000,8000
0146,3.0,8000,"[-0.41681993 -0.6229596  -0.73011595 ... -2.1531153  -1.4420698
  0.40910104]",8000,[-3.1454241 -2.751034  -2.5376754 ...  0.7047302  0.6368433  0.7693844],8000,8000
0147,3.0,8000,"[-0.5386032  -0.36712772 -0.21848574 ...  0.39802015  0.71679443
  1.1501843 ]",8000,"[ 3.022283    3.010599    3.0417566  ... -0.92304265 -1.0009365
 -0.9970419 ]",8000,8000
0148,-4.0,8000,"[-0.00932968 -0.02417236 -0.03435019 ...  0.40414488  0.0432558
 -0.03350204]",8000,"[-0.2575335  -0.62952626 -0.8584449  ...  0.2575335   0.31476313
  0.34337798]",8000,8000
0149,-3.0,8000,"[ 1.3556095   1.4762248   1.2941782  ...  1.0975231   0.435638
 -0.46298242]",8000,[-1.2901485 -1.2901485 -1.3422755 ...  2.1502473  2.3326926  2.6063604],8000,8000
0150,-4.0,8000,"[ 0.31420094  0.11500766 -0.31236082 ... -0.02898193 -0.02668178
 -0.02990199]",8000,"[ 0.62981325  0.69572395  0.3588471  ...  0.91542625  1.1863923
 -0.05126387]",8000,8000
0151,1.0,8000,"[ 0.0373734   0.04963655  0.04321299 ... -0.74863595 -0.18628304
  0.5880471 ]",8000,"[ 0.21846993  0.14044496 -0.09362998 ... -0.9675098  -0.9935181
 -1.4616679 ]",8000,8000
0152,-1.0,8000,"[ 0.36830238  0.4760982   0.45364076 ... -0.11846311 -0.13081472
  0.11734024]",8000,[0.798713   0.89379793 0.66559416 ... 1.5118496  1.4928327  1.3787308 ],8000,8000
0153,-3.0,8000,"[ 0.09721955 -0.11891662  0.11057159 ... -0.7118307  -1.7315928
 -2.1025293 ]",8000,"[-1.5087345  -0.24937762  0.3990042  ... -0.01246888  0.8852905
  1.6209544 ]",8000,8000
0154,1.0,8000,[1.8780173  1.8816842  1.7664363  ... 0.02252573 0.01938261 0.02776427],8000,"[-0.8806726  -0.88583773 -0.87808996 ... -1.6167185  -1.5469879
 -1.3920308 ]",8000,8000
0155,1.0,8000,[0.40401533 0.3262308  0.29082137 ... 1.8198106  1.8639271  1.7606015 ],8000,"[-0.62755144 -0.88544935 -0.997205   ...  1.633353    1.7966883
  1.7107224 ]",8000,8000
0156,0.0,8000,"[-0.01443781 -0.08431683 -0.24024522 ... -0.01270528 -0.01212776
 -0.00866269]",8000,"[-0.01804457 -0.252624   -0.505248   ... -1.2450755  -1.389432
 -1.4616103 ]",8000,8000
0157,-1.0,8000,"[-0.17390634 -0.27165368 -0.328623   ...  0.77658176  0.6464519
  0.37959555]",8000,"[ 0.27921787  0.15230066  0.0781029  ... -1.6557815  -1.5405796
 -1.5405796 ]",8000,8000
0158,-4.0,8000,"[ 0.48372996  0.50211734  0.42715335 ... -0.01555857 -0.0091937
 -0.01697298]",8000,"[-0.7301651  -0.8442534  -0.8898887  ...  0.41071787  0.5704415
  0.66171217]",8000,8000
0159,2.0,8000,"[ 0.00983521  0.00860581  0.00573721 ... -0.0008196  -0.0012294
 -0.00819601]",8000,"[ 0.6581233   0.7252788   0.3626394  ...  0.1208798   0.01343109
 -0.42979485]",8000,8000
0160,3.0,8000,"[ 1.5949078   1.5056138   1.4423912  ... -1.7679555  -0.9434528
 -0.63548636]",8000,"[-0.46322155 -1.4411336  -1.9043553  ... -0.0193009  -0.34098253
 -0.14153992]",8000,8000
0161,0.0,8000,"[-0.01070533 -0.04002863 -0.05631935 ... -0.38539192  0.8843534
 -0.6795558 ]",8000,"[-0.712346   -0.41144124  0.20879106 ...  1.7808651   1.4676783
  1.3325783 ]",8000,8000
0162,0.0,8000,[2.8189495 2.4007425 2.0130987 ... 1.4354534 2.240795  1.6794499],8000,"[-1.6144818  -1.1971793  -0.77987677 ...  0.8893331   0.8893331
  0.8072409 ]",8000,8000
0163,-4.0,8000,"[-0.21282144 -0.13773723  0.08353738 ...  0.15215738  0.18248941
  0.13475376]",8000,"[ 0.6264628   0.42880878  0.341707   ... -0.41540846  0.5159105
  0.15075308]",8000,8000
0164,0.0,8000,[0.01805284 0.01283757 0.01203522 ... 0.09227004 0.09628178 0.15726024],8000,"[ 0.713027    0.36880705 -0.15981638 ... -0.03278285 -0.34421992
 -0.17620783]",8000,8000
0165,3.0,8000,"[-4.9880811e-04 -4.9880811e-04  0.0000000e+00 ... -6.5144342e-01
 -7.0431703e-01 -4.8484150e-01]",8000,[1.2330999  1.3058871  0.5780156  ... 0.34680936 0.53091806 0.16698226],8000,8000
0166,3.0,8000,"[ 0.0135039   0.00875929  0.00802935 ... -0.40110245 -0.32847336
 -0.30985984]",8000,"[-0.87856245 -1.0128648  -1.0772182  ... -1.0184609  -0.91773397
 -0.7862294 ]",8000,8000
0167,1.0,8000,"[ 0.20414609  0.22978085  0.18363826 ... -0.00233043 -0.00466087
  0.        ]",8000,[0.8562945 0.8014038 0.6586881 ... 0.5928193 0.7574913 0.977054 ],8000,8000
0168,0.0,8000,"[-0.00543871  0.00585707  0.02133646 ... -0.00794888 -0.01087741
 -0.0121325 ]",8000,"[ 0.8390141   0.5827882   0.25120184 ... -1.4820908  -0.1105288
  0.49989167]",8000,8000
0169,4.0,8000,[-2.7215781 -3.5409267 -3.969549  ... -0.6477251 -0.9857445 -1.0942068],8000,"[ 1.1478392   1.2662262   1.4154967  ... -0.32427746 -0.5610514
 -0.74635285]",8000,8000
0170,-2.0,8000,"[ 2.961302    1.4639025   0.00497926 ... -4.958438   -4.340104
 -4.059908  ]",8000,"[-4.280665   -2.936324   -1.0731144  ...  1.4622657   1.1792465
  0.89622736]",8000,8000
0171,1.0,8000,"[-0.47806147 -1.1127293  -1.1127293  ... -0.00206061  0.00206061
  0.00206061]",8000,"[-2.1146991  -1.8357389  -1.0528502  ... -0.45893472 -0.28495947
 -0.08098847]",8000,8000
0172,1.0,8000,"[-0.16901946  0.06927027  0.31517974 ...  0.00277081  0.00207811
  0.01593216]",8000,"[-0.842729   -0.524718   -0.26633415 ... -0.15105519  1.3316708
  1.3316708 ]",8000,8000
0173,4.0,8000,"[-0.00780119 -0.00624095 -0.00520079 ...  0.77699846  0.6308562
  0.5403624 ]",8000,"[-0.27087876 -0.011132    0.10018805 ... -0.35622415 -0.34323677
 -0.4118842 ]",8000,8000
0174,4.0,8000,[0.8753729  0.69436884 0.58545434 ... 0.49682486 0.10766617 0.06959292],8000,"[-0.47459537 -0.04867645  0.2920587  ...  0.6936394   1.0587127
  0.8274997 ]",8000,8000
0175,0.0,8000,[1.22963    0.82496446 0.6842635  ... 0.9776911  0.9067394  0.8051221 ],8000,"[ 0.5171484   0.58021533  0.5612952  ... -2.402848   -2.043367
 -2.2073407 ]",8000,8000
0176,-1.0,8000,"[-0.17589428 -0.32492286  0.32289526 ...  0.0081104   0.0060828
  0.0136863 ]",8000,"[-0.63546973 -0.7169402  -0.5377052  ... -0.97764575 -1.1405867
 -0.97764575]",8000,8000
0177,-1.0,8000,"[ 0.00919987  0.01113668  0.00677885 ... -0.14235586 -0.06294647
 -0.15978716]",8000,"[-1.6836925  -1.607161   -1.7602239  ... -0.88776505  0.07653147
  0.38265735]",8000,8000
0178,4.0,8000,[0.02615064 0.03250152 0.00859236 ... 0.9178876  1.0807688  1.1700547 ],8000,"[ 0.35770723  0.65579665  1.1923574  ... -0.5365609  -0.56636983
 -0.08942681]",8000,8000
0179,0.0,8000,"[ 0.61705774  0.26845512 -0.2715676  ...  0.00622505  0.00855944
  0.00778131]",8000,[-1.0788118 -1.1222804 -1.0590533 ...  1.525353   1.4107538  1.2329278],8000,8000
0180,-4.0,8000,"[-0.84749025 -0.43215463 -0.17192745 ...  0.02149093  0.01541741
  0.00981108]",8000,[-1.0825796 -1.0142062 -1.0028106 ... -1.2079309 -1.1965355 -1.1395575],8000,8000
0181,0.0,8000,"[-0.004304   -0.00774719 -0.01162079 ... -0.02410238 -0.03098878
 -0.03787517]",8000,"[-0.8269883  -0.7249573  -1.1706717  ...  0.50210005 -0.4376594
 -0.72227216]",8000,8000
0182,1.0,8000,[0.13133271 1.3310921  2.8487146  ... 2.006155   1.4237229  1.1413893 ],8000,[1.0307086  1.0751995  0.5190618  ... 0.7192715  0.7415169  0.11122753],8000,8000
0183,-4.0,8000,"[-0.06026465 -0.02200138  0.01243556 ... -0.22240527  0.06456927
  0.00430462]",8000,"[-0.3467829  -0.19100878 -0.4728858  ... -0.90682805 -1.0422032
 -1.1701605 ]",8000,8000
0184,-4.0,8000,"[-0.03061268 -0.03061268 -0.03729181 ... -0.3389658  -0.43136042
 -0.48757643]",8000,"[-0.34742576 -1.0607573  -1.419271   ... -0.6948515  -0.2402412
 -0.06283232]",8000,8000
0185,-1.0,8000,"[-0.01182643 -0.00844745 -0.00549084 ... -1.0652233  -1.4090345
 -1.8778679 ]",8000,"[-1.8388617  -2.1544058  -2.3829033  ... -0.8160628  -0.6093269
 -0.35906765]",8000,8000
0186,-1.0,8000,"[ 5.9553224e-01 -2.3737632e-01 -9.7826225e-01 ...  5.2285532e-04
 -6.2742643e-03 -4.7056978e-03]",8000,"[-1.5536312  -1.6063472  -1.8470507  ... -0.40879792 -0.44957832
 -0.48140687]",8000,8000
0187,0.0,8000,[0.01755711 0.02205893 0.02430984 ... 0.06707714 0.2656075  0.5127575 ],8000,[-1.4596943 -1.6213031 -1.751633  ...  0.9175221  1.0895574  0.9435881],8000,8000
0188,-2.0,8000,"[-0.03695941  0.03733273 -0.05375914 ... -0.14597099 -0.14447767
 -0.13589114]",8000,"[-0.09945252 -0.02131125  0.07103752 ...  0.63223386  0.34098005
  0.09234876]",8000,8000
0189,-2.0,8000,[0.8753729  0.69436884 0.58545434 ... 0.49682486 0.10766617 0.06959292],8000,"[-0.09805783 -0.07354337 -0.31868795 ...  0.6864048   1.4953818
  1.7895552 ]",8000,8000
0190,1.0,8000,"[-0.35131317  0.2305706   0.14052528 ... -0.00068216 -0.00682161
  0.        ]",8000,"[-0.8789182  -0.8873693  -0.8873693  ... -0.10986477 -0.05070682
  0.06760909]",8000,8000
0191,3.0,8000,"[-4.2897672e-04 -2.1448839e-03 -9.0085128e-03 ... -3.7616971e+00
 -3.8642225e+00 -1.5640492e+00]",8000,"[-1.5536312  -1.6063472  -1.8470507  ... -0.40879792 -0.44957832
 -0.48140687]",8000,8000
0192,0.0,8000,"[-0.14463511 -0.00367327 -0.00137748 ... -0.24381347 -0.38798943
 -0.05142582]",8000,"[-0.75010014 -0.7350981  -0.7050941  ... -0.7951061  -0.45006007
 -0.16502202]",8000,8000
0193,-2.0,8000,"[ 0.47097856  0.32606208  0.47020772 ...  0.37924948  0.14992689
 -0.07901032]",8000,[0.35237432 0.3664693  0.31008938 ... 1.0994078  1.2403575  0.88798326],8000,8000
0194,0.0,8000,"[ 0.00336569  0.00192325  0.00336569 ... -0.01105869 -0.01009707
 -0.01250113]",8000,[-0.4941548 -0.4941548 -0.6245147 ...  1.6249508  1.3339149  0.6730207],8000,8000
0195,-1.0,8000,[0.90793484 0.6386646  0.45971924 ... 2.383382   2.3527057  2.3450367 ],8000,"[-0.41395634 -0.72108525 -0.5074303  ...  0.13353431  0.18694802
  0.10682744]",8000,8000
0196,-1.0,8000,"[-2.1991959  -1.3744975  -0.3410998  ...  0.01009835  0.01234243
  0.0173916 ]",8000,[-1.736127  -1.5707817 -1.0954134 ... -0.9920725 -1.2400907 -1.0127407],8000,8000
0197,-4.0,8000,"[ 0.02049239  0.00292748 -0.00669139 ...  0.17690372 -0.1488835
 -0.04976724]",8000,"[-0.22382228 -0.080957    0.05714611 ... -0.6381316  -0.60003424
 -0.5619368 ]",8000,8000
0198,4.0,8000,"[ 0.08568113  0.02552948 -0.47421885 ... -0.09477383 -0.07134266
 -0.04966008]",8000,"[ 0.03828802  0.11486405  0.0701947  ...  0.44031218  0.10210138
 -0.5424136 ]",8000,8000
0199,2.0,8000,"[ 0.00112541  0.00618975  0.00112541 ... -0.04332828 -0.03207418
 -0.02757254]",8000,"[-0.5684119  -0.7037481  -0.86615145 ... -0.22556028 -0.13533618
 -0.23458268]",8000,8000
0200,-3.0,8000,"[-0.03739311 -0.03451671 -0.0322156  ...  0.01783364  0.00747862
  0.00862918]",8000,[0.21115188 0.38007337 0.59122527 ... 1.4499097  1.0979897  1.083913  ],8000,8000
0201,4.0,8000,"[-4.1321412e-04  2.8924986e-03  7.0246398e-03 ...  2.3358994e+00
  2.1611097e+00  1.9784690e+00]",8000,"[ 0.5276279   0.6595348   0.18466976 ... -1.0024929  -0.60677207
 -1.0024929 ]",8000,8000
0202,-1.0,8000,"[-0.04302356  0.04161295  0.34348318 ...  0.99659497  0.9521608
  0.85130227]",8000,[-1.2351829 -1.2149339 -1.2655562 ...  1.6300362  1.8578365  1.6401608],8000,8000
0203,3.0,8000,"[-0.01706447 -0.01365158 -0.01023868 ...  0.01933973  0.02047737
  0.02445908]",8000,"[-0.20310226 -0.22849005 -0.20310226 ...  0.49506178  0.4442862
  0.21579617]",8000,8000
0204,0.0,8000,"[-0.29231954 -0.47072658 -0.70148313 ... -0.00418796  0.00083759
 -0.00125639]",8000,"[ 0.2690004   0.32174557  0.2373533  ... -2.9959261  -2.8078012
 -2.6495662 ]",8000,8000
0205,1.0,8000,"[ 0.16296738  0.18520857  0.19248752 ... -0.01172718 -0.0056614
 -0.01051402]",8000,[0.97212136 0.22340676 0.6068211  ... 0.10566536 1.5608284  3.5080903 ],8000,8000
0206,3.0,8000,"[ 0.02993155  0.02520552  0.03098178 ... -0.0698403   0.36180422
 -0.31034294]",8000,[1.4462061  1.4620986  1.5812914  ... 0.762834   0.91381156 1.0727353 ],8000,8000
0207,-4.0,8000,"[-0.01508635 -0.00827316 -0.0111931  ...  0.6871591   0.29004732
 -0.674506  ]",8000,"[-3.7229795  -3.6815777  -3.2516358  ...  0.6178427   0.5764408
  0.73249394]",8000,8000
0208,0.0,8000,"[-1.8278636  -1.5458864  -0.80576175 ...  0.11237081 -0.13678785
 -0.5001552 ]",8000,"[-0.76207423 -0.6546023  -0.60575134 ... -0.35824007 -0.28333533
 -0.250768  ]",8000,8000
0209,0.0,8000,"[-0.01910285 -0.02128603 -0.01473648 ... -0.01528228 -0.01419069
 -0.01091591]",8000,[0.8037974  0.5124883  0.63116986 ... 0.61498594 0.6527483  0.47472605],8000,8000
0210,0.0,8000,[0.9126866  0.86490196 0.6394453  ... 0.17593434 0.09513487 0.00390965],8000,[-1.3203374 -1.2986034 -1.8636863 ...  1.99409    1.9886565  2.004957 ],8000,8000
0211,3.0,8000,"[-0.62684506 -0.7524009  -0.89055884 ... -0.01540275 -0.016803
 -0.01586949]",8000,"[ 0.31349042  0.57995725  0.76805145 ... -1.2853107  -1.5047538
 -1.8339188 ]",8000,8000
0212,0.0,8000,[0.00753558 0.06311052 0.04332961 ... 0.24820329 0.24537744 0.1412922 ],8000,[-0.8277862 -0.8898702 -0.6415344 ... -0.7863969 -1.0140381 -0.9933435],8000,8000
0213,0.0,8000,"[-0.00401421  0.         -0.00490626 ... -0.7466429  -2.0267296
 -3.0048587 ]",8000,"[ 1.312589    0.96164     0.40844917 ... -0.75939816 -0.7256912
 -0.64241517]",8000,8000
0214,1.0,8000,"[-0.01150579 -0.01700855 -0.00900453 ...  0.42521378  0.43972108
  0.69635016]",8000,"[-1.8288926  -1.8288926  -1.4714857  ...  0.72769314  0.2930092
 -0.00643976]",8000,8000
0215,-4.0,8000,"[-0.00884096 -0.00933212 -0.01031445 ... -0.34774435  0.18418662
  0.59283537]",8000,"[-0.870115   -0.79464585 -0.56675863 ...  0.46465325  0.7339746
  0.76948947]",8000,8000
0216,4.0,8000,"[-0.1083397  -0.09974724 -0.146819   ...  0.10497744  0.08405668
  0.08293591]",8000,"[-0.9889689  -0.76291883 -0.6498938  ...  0.9042001   0.9889689
  0.8759439 ]",8000,8000
0217,-4.0,8000,[-2.7215781 -3.5409267 -3.969549  ... -0.6477251 -0.9857445 -1.0942068],8000,[1.1678759  1.2209611  1.0218914  ... 0.56403095 0.58393794 0.7033798 ],8000,8000
0218,-2.0,8000,"[ 0.10905791 -0.30465087 -0.39039567 ...  0.02133742  0.02212769
  0.01936173]",8000,"[-1.3107619  -1.489097   -1.6941822  ... -0.76684034 -0.75792354
 -0.6776728 ]",8000,8000
0219,0.0,8000,"[ 0.04187317  0.02070135  0.0032934  ... -0.68314433 -1.0331854
 -1.3507628 ]",8000,"[ 0.56719625  0.59420556  0.67523366 ... -0.02700935  0.27009344
  0.08102804]",8000,8000
0220,1.0,8000,"[-0.27518982 -0.01196478  0.27464598 ...  0.00435083  0.00108771
  0.00435083]",8000,[1.1816143 1.0213422 1.1344754 ... 1.015057  1.1973273 1.1690439],8000,8000
0221,1.0,8000,"[-0.02900118 -0.03667796 -0.04051635 ...  0.06056129  0.070797
  0.08273866]",8000,"[-0.9313352  -0.78428227 -0.82104546 ... -0.44115877 -0.71075577
 -0.7352646 ]",8000,8000
0222,0.0,8000,"[-0.00958981 -0.00191796 -0.0031966  ...  0.00703253  0.00703253
  0.00831117]",8000,"[ 0.24939048  0.03325206 -0.15887097 ...  1.2802044   1.2635785
  1.2044637 ]",8000,8000
0223,0.0,8000,"[-1.3194937  -0.12501189  0.7445763  ... -1.1882999  -1.355898
 -1.3916157 ]",8000,"[ 1.5491234   1.5862281   1.4656377  ... -0.88123786 -0.9276188
 -0.890514  ]",8000,8000
0224,-2.0,8000,"[ 0.46960098  0.63514376  0.7638618  ... -0.55000746 -0.5652104
 -0.55744004]",8000,"[ 0.0233172   0.09326882 -0.0116586  ... -0.74615055 -0.6295645
 -0.5246371 ]",8000,8000
0225,-1.0,8000,[0.00780618 0.00872455 0.0105613  ... 0.01010211 0.00688781 0.01239805],8000,"[ 1.2597651   1.1910508   0.80166876 ... -0.91619295 -0.6298826
 -0.41228676]",8000,8000
0226,1.0,8000,"[ 1.1147529   1.0657257   0.72203904 ... -0.00891406 -0.01287587
 -0.01485677]",8000,"[ 0.05888145 -0.16823271  0.2817898  ...  0.00420582 -0.19767344
 -0.26496652]",8000,8000
0227,0.0,8000,"[ 0.99613553  0.72828573  0.5002814  ... -0.28555885 -0.2324316
  0.05534086]",8000,"[-0.2989768  -0.25794077 -0.4807078  ... -0.21104245 -0.08793435
 -0.10552122]",8000,8000
0228,-2.0,8000,"[-0.92928773 -0.11156438  0.87257063 ... -0.01495835 -0.01745141
 -0.01869794]",8000,[0.6279559  0.5701179  0.6610063  ... 0.33050314 0.3552909  0.40486634],8000,8000
0229,0.0,8000,"[-1.7548459  -1.0472542   0.04051456 ... -0.15876055 -0.21811908
 -0.22330119]",8000,"[-0.26273736 -0.02101899  0.28375638 ...  0.82499534  0.69362664
  0.7777025 ]",8000,8000
0230,0.0,8000,"[-0.00970822 -0.01588617 -0.01279719 ...  1.1005586   0.5489555
  0.73032266]",8000,"[-0.5273443  -0.30322298 -0.21093772 ...  0.27685577  1.1206067
  1.1997083 ]",8000,8000
0231,-3.0,8000,"[ 0.00764904  0.00382452  0.00594926 ... -0.02167229  0.00382452
  0.00212473]",8000,[1.0143898  1.1337297  0.82453066 ... 0.49905807 0.6509453  0.08679271],8000,8000
0232,-4.0,8000,"[-0.02082769 -0.02799788 -0.02594926 ...  0.01331607  0.00853594
  0.00717019]",8000,"[ 0.38916168  0.63681     0.65449923 ... -1.2205526  -1.1851743
 -1.1321067 ]",8000,8000
0233,-4.0,8000,"[-1.0812385  -1.2690921  -0.932251   ...  0.2855592   0.77354693
  1.1713866 ]",8000,"[-0.9641225  -1.1444619  -1.4427156  ... -0.9225057  -0.60344356
 -0.7282939 ]",8000,8000
0234,1.0,8000,"[-0.01150579 -0.01700855 -0.00900453 ...  0.42521378  0.43972108
  0.69635016]",8000,"[-0.795828   -0.9263738  -1.2678015  ... -0.3138123  -0.03263648
 -0.40670073]",8000,8000
0235,3.0,8000,"[ 0.02556909  0.16464943 -0.23941964 ... -0.12048464 -0.4168536
 -0.16038793]",8000,"[-0.18390122  0.20875272  0.8151297  ... -0.17893092 -0.21372305
 -0.3180994 ]",8000,8000
0236,2.0,8000,"[-0.07139077  0.01122496  0.09069771 ...  2.1776433   1.6392939
  1.9832269 ]",8000,"[ 1.7679226   1.7994927   1.8896928  ... -0.11275016  0.00451001
  0.10373016]",8000,8000
0237,-3.0,8000,"[-0.00036123  0.00361229  0.00361229 ... -0.03359427  0.0491271
 -0.04551481]",8000,"[ 0.83745563  0.8446338   0.9858049  ... -0.5096516  -0.2297021
 -0.4641897 ]",8000,8000
0238,0.0,8000,"[-0.6070378  -1.1220014  -1.4357055  ... -0.02607411 -0.02525929
 -0.0256667 ]",8000,[-1.623951  -1.5924178 -1.5293518 ... -1.5451183 -1.5293518 -1.0878894],8000,8000
0239,-3.0,8000,"[ 0.00988824  0.00197765  0.00553742 ... -0.00474636  0.00711954
  0.01226142]",8000,[0.806634   0.8633505  0.83814317 ... 0.58607006 0.8696524  1.2162529 ],8000,8000
0240,1.0,8000,"[ 0.0296117   0.02927133  0.02893097 ...  0.00442474  0.0047651
 -0.00340364]",8000,"[-0.05512011 -0.25722715 -0.5512011  ... -0.06124457 -0.29397392
 -0.26335162]",8000,8000
